ortho	Lexique3__phon	Lexique3__lemme	Lexique3__cgram	Lexique3__freqlemfilms2	Lexique3__freqfilms2	Lexique3__islem	Lexique3__nblettres	Lexique3__puorth	Lexique3__puphon	Lexique3__nbsyll	Lexique3__cgramortho
culer	kyle	culer	VER	0.24	0.03	1	5	5	4	2	VER
douta	duta	douter	VER	77.77	0.03	0	5	0	0	2	VER
remua	R°m8a	remuer	VER	24.42	0.03	0	5	0	0	2	VER
cubes	kyb	cuber	VER	0.32	0.03	0	5	0	3	1	NOM,VER
brait	bRE	braire	VER	0.37	0.03	0	5	0	3	1	VER
racho	RaSo	racho	ADJ	0.03	0.03	1	5	5	4	2	ADJ
blini	blini	blini	NOM	0.93	0.02	1	5	5	4	2	NOM
plies	pli	plie	NOM	0.07	0.02	0	5	0	3	1	NOM,VER
aérée	aeRe	aérer	VER	2.65	0.02	0	5	0	4	3	VER,ADJ
saura	soRa	saura	NOM	0.02	0.02	1	5	5	4	2	NOM,VER
imagé	imaZe	imager	VER	0.73	0.02	0	5	5	5	3	VER,ADJ
routé	Rute	router	VER	0.05	0.02	0	5	0	4	2	VER
nippé	nipe	nipper	VER	0.38	0.02	0	5	0	4	2	VER
parsi	paRsi	parsi	NOM	0.02	0.02	1	5	5	5	2	ADJ,NOM
prisa	pRiza	priser	VER	2.59	0.02	0	5	0	0	2	VER
criai	kRijE	crier	VER	116.94	0.02	0	5	0	0	2	VER
bulge	b9ldZ	bulge	NOM	0.02	0.02	1	5	5	3	1	NOM
nable	nabl	nable	NOM	0.02	0.02	1	5	4	4	1	NOM
semés	s°me	semé	ADJ	0.03	0.02	0	5	0	4	2	VER,ADJ
abusa	abyza	abuser	VER	20.0	0.02	0	5	0	0	3	VER
joués	Zwe	joué	ADJ	1.22	0.02	0	5	0	3	1	VER,ADJ
arqué	aRke	arqué	ADJ	0.14	0.02	1	5	5	4	2	VER,ADJ
sunna	syna	sunna	NOM	0.02	0.02	1	5	5	3	2	NOM
schah	Sa	schah	NOM	0.02	0.02	1	5	5	2	1	NOM
yeuse	j2z	yeuse	NOM	0.12	0.02	1	5	3	2	1	NOM
huait	8E	huer	VER	1.24	0.02	0	5	0	0	1	VER
légua	lega	léguer	VER	4.98	0.02	0	5	0	4	2	VER
mataf	mataf	mataf	NOM	0.13	0.02	1	5	5	5	2	NOM
pipée	pipe	pipée	NOM	0.02	0.02	1	5	4	4	2	NOM
papou	papu	papou	NOM	0.04	0.02	1	5	5	4	2	NOM
ragez	RaZe	rager	VER	0.71	0.02	0	5	0	4	2	VER
mound	mund	mound	NOM	0.02	0.02	1	5	4	4	1	NOM
venté	v@te	venté	ADJ	0.04	0.02	1	5	5	4	2	ADJ
gifts	Zif	gift	NOM	0.02	0.02	0	5	0	0	1	NOM
affin	af5	affin	ADJ	0.02	0.02	1	5	5	3	2	ADJ
cumul	kymyl	cumul	NOM	0.02	0.02	1	5	5	5	2	NOM
ignée	igne	igné	ADJ	0.02	0.02	0	5	0	0	2	ADJ
atone	aton	atone	ADJ	0.02	0.02	1	5	5	4	2	ADJ
enfla	@fla	enfler	VER	2.27	0.02	0	5	0	0	2	VER
germé	ZERme	germé	ADJ	0.02	0.02	1	5	5	5	2	VER,ADJ
putti	puti	putto	NOM	0.02	0.02	0	5	0	0	2	NOM
biffé	bife	biffer	VER	0.11	0.02	0	5	0	4	2	VER
germa	ZERma	germer	VER	1.02	0.02	0	5	0	0	2	VER
fanez	fane	faner	VER	3.73	0.02	0	5	0	4	2	VER
mungo	muGo	mungo	NOM	0.02	0.02	1	5	4	3	2	NOM
embue	@by	embuer	VER	0.38	0.02	0	5	0	3	2	VER
relue	R°ly	relire	VER	6.31	0.02	0	5	0	4	2	VER,ADJ
salés	sale	salé	NOM	0.26	0.02	0	5	0	4	2	VER,ADJ,NOM
ruses	Ryz	ruser	VER	3.12	0.02	0	5	0	3	1	NOM,VER
sicle	sikl	sicle	NOM	0.02	0.02	1	5	4	4	1	NOM
relui	R°l8i	reluire	VER	0.54	0.02	0	5	0	0	2	VER
tigré	tigRe	tigrer	VER	0.02	0.02	0	5	5	5	2	VER,ADJ
aviso	avizo	aviso	NOM	0.02	0.02	1	5	5	5	3	NOM
damez	dame	damer	VER	11.6	0.02	0	5	0	4	2	VER
pavez	pave	paver	VER	0.33	0.02	0	5	0	4	2	VER
iambe	j@b	iambe	NOM	0.02	0.02	1	5	5	3	1	NOM
épice	epis	épicer	VER	1.04	0.02	0	5	5	4	2	NOM,VER
prèle	pREl	prèle	NOM	0.02	0.02	1	5	4	4	1	NOM
tapie	tapi	tapi	ADJ	0.06	0.02	0	5	0	4	2	ADJ,VER
opine	opin	opiner	VER	0.38	0.02	0	5	0	0	2	VER
choie	Swa	choyer	VER	0.4	0.02	0	5	0	3	1	VER
culex	kylEks	culex	NOM	0.02	0.02	1	5	5	4	2	NOM
meiji	mEZi	meiji	ADJ	0.02	0.02	1	5	4	3	2	ADJ
forci	fORsi	forcir	VER	0.14	0.02	0	5	0	0	2	VER
décru	dekRy	décroître	VER	0.35	0.02	0	5	0	5	2	VER
évidé	evide	évidé	ADJ	0.04	0.02	1	5	5	5	3	VER,ADJ
herba	ERba	herber	VER	0.22	0.02	0	5	0	0	2	VER
baves	bav	bave	NOM	2.1	0.02	0	5	0	3	1	NOM,VER
dures	dyR	durer	VER	74.39	0.02	0	5	0	3	1	ADJ,NOM,VER
calte	kalt	calter	VER	0.47	0.02	0	5	0	0	1	VER
mimis	mimi	mimi	NOM	0.44	0.02	0	5	0	4	2	NOM
tarse	taRs	tarse	NOM	0.02	0.02	1	5	5	4	1	NOM
lissa	lisa	lisser	VER	2.04	0.02	0	5	0	0	2	VER
trave	tRav	trave	NOM	0.02	0.02	1	5	5	4	1	NOM
stuka	styka	stuka	NOM	0.05	0.02	1	5	4	5	2	NOM
vogué	voge	voguer	VER	2.69	0.02	0	5	0	3	2	VER
argué	aRg8e	arguer	VER	0.27	0.02	0	5	0	0	2	VER
fions	fj§	fion	NOM	1.77	0.02	0	5	0	3	1	VER,NOM
chuta	Syta	chuter	VER	5.5	0.02	0	5	0	0	2	VER
papal	papal	papal	ADJ	0.41	0.02	1	5	5	5	2	ADJ
râpés	Rape	râpé	ADJ	0.49	0.02	0	5	0	4	2	VER,ADJ
moiré	mwaRe	moiré	ADJ	0.04	0.02	1	5	5	5	2	VER,ADJ,NOM
typos	tipo	typo	NOM	0.07	0.02	0	5	0	4	2	NOM
fusse	fys	être	AUX	8074.24	0.02	0	5	0	0	1	AUX,VER
flous	flu	flou	NOM	0.72	0.02	0	5	0	3	1	ADJ,NOM
oison	waz§	oison	NOM	0.02	0.02	1	5	4	4	2	NOM
cinés	sine	ciné	NOM	10.35	0.02	0	5	0	4	2	NOM
meule	m2l	meuler	VER	0.06	0.02	0	5	5	3	1	NOM,VER
salés	sale	saler	VER	7.6	0.02	0	5	0	4	2	VER,ADJ,NOM
ouvré	uvRe	ouvrer	VER	0.02	0.02	0	5	5	4	2	VER,ADJ
furia	fyRja	furia	NOM	0.02	0.02	1	5	5	5	2	NOM
jacté	Zakte	jacter	VER	0.36	0.02	0	5	0	5	2	VER
soufi	sufi	soufi	ADJ	0.02	0.02	1	5	5	4	2	ADJ
gatte	gEt	gatte	NOM	0.02	0.02	1	5	3	3	1	NOM
halez	ale	haler	VER	0.16	0.02	0	5	0	3	2	VER
haler	ale	haler	VER	0.16	0.02	1	5	5	3	2	VER
voûte	vut	voûter	VER	0.18	0.02	0	5	5	3	1	NOM,VER
floue	flu	flouer	VER	0.84	0.02	0	5	0	3	1	ADJ,VER
tréma	tRema	tréma	NOM	0.04	0.02	1	5	5	5	2	NOM
dédit	dedi	dédire	VER	0.04	0.02	0	5	5	4	2	VER,NOM
médis	medi	médire	VER	0.35	0.02	0	5	0	0	2	VER
sablé	sable	sabler	VER	0.28	0.02	0	5	5	5	2	VER,ADJ
pigne	piN	pigne	NOM	0.07	0.02	1	5	5	3	1	NOM
crécy	kResi	crécy	NOM	0.02	0.02	1	5	5	5	2	NOM
booms	bum	boom	NOM	2.83	0.02	0	5	0	3	1	NOM
gésir	ZeziR	gésir	VER	4.77	0.02	1	5	5	5	2	VER
sépia	sepja	sépia	NOM	0.02	0.02	1	5	4	4	2	NOM
typer	tipe	typer	VER	0.06	0.02	1	5	5	4	2	VER
levés	l°ve	levé	NOM	0.46	0.02	0	5	0	4	2	VER,ADJ,NOM
verdi	vERdi	verdi	ADJ	0.02	0.02	1	5	5	5	2	ADJ,VER
lardé	laRde	larder	VER	0.07	0.02	0	5	0	5	2	VER
skeet	skit	skeet	NOM	0.04	0.02	1	5	4	4	1	NOM
ganté	g@te	ganter	VER	0.14	0.02	0	5	5	4	2	VER,ADJ
logue	lOg	loguer	VER	0.02	0.02	0	5	0	0	1	VER
canné	kane	canner	VER	0.31	0.02	0	5	5	4	2	VER,ADJ
ducal	dykal	ducal	ADJ	0.23	0.02	1	5	5	5	2	ADJ
feint	f5	feint	ADJ	1.0	0.02	1	5	5	2	1	VER,ADJ
rides	Rid	rider	VER	2.06	0.02	0	5	0	3	1	NOM,VER
ganse	g@s	ganse	NOM	0.04	0.02	1	5	5	3	1	NOM
tesla	tEsla	tesla	NOM	0.02	0.02	1	5	4	4	2	NOM
darce	daRs	darce	NOM	0.02	0.02	1	5	4	4	1	NOM
décan	dek@	décan	NOM	0.02	0.02	1	5	5	4	2	NOM
guède	gEd	guède	NOM	0.02	0.02	1	5	4	3	1	NOM
laque	lak	laquer	VER	0.12	0.02	0	5	5	3	1	NOM,VER
dicos	diko	dico	NOM	0.77	0.02	0	5	0	4	2	NOM
muera	myRa	muer	VER	1.63	0.02	0	5	0	0	2	VER
évada	evada	évader	VER	12.8	0.02	0	5	0	0	3	VER
rifle	Rifl	rifle	NOM	0.12	0.02	1	5	5	4	1	NOM
touer	twe	touer	VER	0.02	0.02	1	5	5	3	1	VER
pelés	p°le	peler	VER	1.78	0.02	0	5	0	4	2	VER,ADJ
optes	Opt	opter	VER	1.98	0.02	0	5	0	0	1	VER
rimes	Rim	rimer	VER	6.89	0.02	0	5	0	3	1	NOM,VER
panna	pana	panner	VER	0.14	0.02	0	5	0	0	2	VER
crâné	kRane	crâner	VER	1.37	0.02	0	5	0	5	2	VER
niébé	njebe	niébé	NOM	0.02	0.02	1	5	4	4	2	NOM
grêlé	gRele	grêler	VER	0.24	0.02	0	5	5	4	2	VER,ADJ
gréée	gRee	gréer	VER	0.07	0.02	0	5	0	4	2	VER
botté	bote	botté	NOM	0.02	0.02	1	5	5	4	2	VER,ADJ,NOM
caper	kape	caper	VER	0.02	0.02	1	5	5	4	2	VER
moire	mwaR	moire	NOM	0.04	0.02	1	5	5	4	1	NOM
puisa	p8iza	puiser	VER	2.97	0.02	0	5	0	0	2	VER
gagée	gaZe	gager	VER	1.87	0.02	0	5	0	4	2	VER
bibis	bibi	bibi	NOM	0.56	0.02	0	5	0	4	2	NOM
avivé	avive	aviver	VER	0.19	0.02	0	5	5	4	3	VER,ADJ
gagez	gaZe	gager	VER	1.87	0.02	0	5	0	4	2	VER
anode	anOd	anode	NOM	0.02	0.02	1	5	5	4	2	NOM
torve	tORv	torve	ADJ	0.12	0.02	1	5	4	4	1	ADJ
aboli	aboli	aboli	ADJ	0.08	0.02	1	5	5	5	3	ADJ,VER
tarie	taRi	tari	ADJ	0.15	0.02	0	5	0	4	2	ADJ,VER
grèbe	gREb	grèbe	NOM	0.02	0.02	1	5	4	4	1	NOM
dopez	dope	doper	VER	1.33	0.02	0	5	0	4	2	VER
vaqué	vake	vaquer	VER	0.67	0.02	0	5	0	4	2	VER
gagas	gaga	gaga	ADJ	0.61	0.02	0	5	0	4	2	ADJ,NOM
déité	deite	déité	NOM	0.12	0.02	1	5	4	4	3	NOM
fenil	f°nil	fenil	NOM	0.02	0.02	1	5	5	4	2	NOM
serti	sERti	serti	NOM	0.02	0.02	1	5	5	5	2	NOM,VER
vélum	velOm	vélum	NOM	0.02	0.02	1	5	4	5	2	NOM
rivée	Rive	river	VER	3.47	0.02	0	5	0	4	2	VER
feria	f°Rja	feria	NOM	0.17	0.02	1	5	4	3	2	NOM
marae	maRe	marae	NOM	0.02	0.02	1	5	5	4	2	NOM
rober	RObe	rober	VER	0.02	0.02	1	5	5	4	2	VER
menon	m2n§	menon	NOM	0.03	0.02	1	5	5	4	2	NOM
stylé	stile	styler	VER	0.29	0.02	0	5	5	5	2	VER,ADJ
parai	paRE	parer	VER	30.5	0.02	0	5	0	4	2	VER
varia	vaRja	varia	NOM	0.02	0.02	1	5	5	5	2	NOM
raies	RE	rayer	VER	7.42	0.02	0	5	0	2	1	NOM,VER
suées	s8e	suée	NOM	0.35	0.02	0	5	0	3	1	NOM
copte	kOpt	copte	NOM	0.02	0.02	1	5	4	4	1	ADJ,NOM
moues	mu	moue	NOM	0.78	0.02	0	5	0	2	1	NOM
vélin	vel5	vélin	ADJ	0.02	0.02	1	5	5	4	2	ADJ,NOM
muait	m8E	muer	VER	1.63	0.02	0	5	0	3	1	VER
amyle	amil	amyle	NOM	0.02	0.02	1	5	5	4	2	NOM
brook	bRuk	brook	NOM	0.12	0.02	1	5	4	4	1	NOM
zanzi	z@zi	zanzi	NOM	0.02	0.02	1	5	5	4	2	NOM
demis	d°mi	demi	ADJ	38.26	0.02	0	5	0	4	2	ADJ,NOM
défis	defi	défaire	VER	12.3	0.02	0	5	0	4	2	VER,NOM
vécus	veky	vécu	ADJ	1.59	0.02	0	5	0	3	2	VER,ADJ,NOM
béryl	beRil	béryl	NOM	0.02	0.02	1	5	5	5	2	NOM
hâlée	ale	hâlé	ADJ	0.05	0.02	0	5	0	3	2	VER,ADJ
égala	egala	égaler	VER	4.96	0.02	0	5	0	0	3	VER
étayé	eteje	étayer	VER	0.72	0.02	0	5	0	5	3	VER
javas	Zava	java	NOM	0.46	0.02	0	5	0	4	2	NOM
frics	fRik	fric	NOM	109.01	0.02	0	5	0	4	1	NOM
tonie	toni	tonie	NOM	0.02	0.02	1	5	5	4	2	NOM
égaie	egE	égayer	VER	1.39	0.02	0	5	0	0	2	VER
carpé	kaRpe	carpé	ADJ	0.02	0.02	1	5	5	5	2	ADJ
lovée	love	lover	VER	8.85	0.02	0	5	0	3	2	VER
freux	fR2	freux	NOM	0.02	0.02	1	5	5	3	1	NOM
écopa	ekopa	écoper	VER	2.47	0.02	0	5	0	0	3	VER
carre	kaR	carre	NOM	0.04	0.02	1	5	5	3	1	NOM,VER
abbés	abe	abbé	NOM	4.46	0.02	0	5	0	3	2	NOM
goulu	guly	goulu	ADJ	0.14	0.02	1	5	5	4	2	ADJ,NOM
quasi	kazi	quasi	NOM	0.02	0.02	1	5	5	4	2	ADV,NOM
poter	pOte	poter	VER	0.02	0.02	1	5	5	4	2	VER
folio	foljo	folio	NOM	0.02	0.02	1	5	5	4	2	NOM
rampa	R@pa	ramper	VER	11.55	0.02	0	5	0	0	2	VER
bades	bad	bader	VER	0.4	0.02	0	5	0	0	1	VER
ronéo	Roneo	ronéo	NOM	0.02	0.02	1	5	5	5	3	NOM
coopé	koope	coopé	NOM	0.02	0.02	1	5	5	5	3	NOM
tonal	tonal	tonal	ADJ	0.12	0.02	1	5	5	5	2	ADJ
suons	sy§	suer	VER	7.28	0.02	0	5	0	0	2	VER
usais	yzE	user	VER	13.58	0.02	0	5	0	0	2	VER
liais	ljE	lier	VER	37.17	0.02	0	5	0	0	1	VER
pesés	p°ze	peser	VER	23.41	0.02	0	5	0	3	2	VER
sixte	sikst	sixte	NOM	0.02	0.02	1	5	5	5	1	NOM
massé	mase	massé	NOM	0.03	0.02	1	5	5	4	2	VER,NOM
coter	kote	coter	VER	9.13	0.02	1	5	5	4	2	VER
asana	azana	asana	NOM	0.02	0.02	1	5	4	4	3	NOM
rossa	Rosa	rosser	VER	2.49	0.02	0	5	0	0	2	VER
fades	fad	fade	NOM	0.02	0.02	0	5	0	3	1	ADJ,NOM
miché	miSe	miché	NOM	0.03	0.02	1	5	5	4	2	NOM
ornés	ORne	orner	VER	3.11	0.02	0	5	0	4	2	VER,ADJ
jetas	Z°ta	jeter	VER	192.18	0.02	0	5	0	0	2	VER
intra	5tRa	intra	ADV	0.02	0.02	1	5	5	4	2	ADV
fieux	fj2	fieux	NOM	0.02	0.02	1	5	5	3	1	NOM
corné	kORne	corner	VER	0.26	0.02	0	5	5	5	2	VER,ADJ
caves	kav	cave	ADJ	1.59	0.02	0	5	0	3	1	ADJ,NOM
goglu	gOgly	goglu	NOM	0.02	0.02	1	5	4	4	2	NOM
rotes	ROt	roter	VER	1.3	0.02	0	5	0	3	1	VER
bubon	byb§	bubon	NOM	0.22	0.02	1	5	5	4	2	NOM
leben	l°b@	leben	NOM	0.02	0.02	1	5	5	4	2	NOM
toise	twaz	toise	NOM	0.29	0.02	1	5	5	4	1	NOM,VER
bêler	bele	bêler	VER	0.23	0.02	1	5	5	4	2	VER
épaté	epate	épaté	ADJ	0.02	0.02	1	5	5	5	3	VER,ADJ
murés	myRe	murer	VER	1.39	0.02	0	5	0	4	2	VER
ranci	R@si	ranci	ADJ	0.04	0.02	1	5	5	4	2	ADJ,NOM,VER
aryen	aRj5	aryen	NOM	0.09	0.02	1	5	5	4	2	ADJ,NOM
brand	bR@	brand	NOM	0.02	0.02	1	5	5	3	1	NOM
rêvés	Reve	rêvé	ADJ	2.61	0.02	0	5	0	4	2	VER,ADJ
celle	sEl	celle	NOM	0.02	0.02	1	5	5	3	1	NOM,PRO:dem
datif	datif	datif	NOM	0.02	0.02	1	5	4	4	2	NOM
julep	ZylEp	julep	NOM	0.02	0.02	1	5	5	4	2	NOM
falot	falo	falot	ADJ	0.04	0.02	1	5	4	4	2	ADJ,NOM
fifis	fifi	fifi	NOM	0.98	0.02	0	5	0	4	2	NOM
menai	m°nE	mener	VER	99.86	0.02	0	5	0	0	2	VER
ôtons	ot§	ôter	VER	16.81	0.02	0	5	0	0	2	VER
bagou	bagu	bagou	NOM	0.01	0.01	1	5	5	4	2	NOM
orges	ORZ	orge	NOM	1.98	0.01	0	5	0	3	1	NOM
ornée	ORne	orné	ADJ	0.04	0.01	0	5	0	4	2	VER,ADJ
oeils	9j	oeil	NOM	413.04	0.01	0	5	0	2	1	NOM
oculi	Okyli	oculus	NOM	0.02	0.01	0	5	0	0	3	NOM
octet	OktE	octet	NOM	0.02	0.01	1	5	4	4	2	NOM
obéie	obei	obéir	VER	45.12	0.01	0	5	0	0	3	VER
ouaté	wate	ouaté	ADJ	0.01	0.01	1	5	5	4	2	VER,ADJ
nucal	nykal	nucal	ADJ	0.01	0.01	1	5	4	4	2	ADJ
ounce	awns	ounce	NOM	0.01	0.01	1	5	3	3	1	NOM
nouas	nua	nouer	VER	3.61	0.01	0	5	0	0	2	VER
noria	noRja	noria	NOM	0.01	0.01	1	5	4	4	2	ADJ,NOM
nonce	n§s	nonce	NOM	0.01	0.01	1	5	5	3	1	NOM
ouvré	uvRe	ouvré	ADJ	0.04	0.01	1	5	5	4	2	VER,ADJ
nodal	nodal	nodal	ADJ	0.01	0.01	1	5	4	4	2	ADJ
nocer	nOse	nocer	VER	0.01	0.01	1	5	5	4	2	VER
oyons	waj§	ouïr	VER	5.72	0.01	0	5	0	0	2	VER
pacas	paka	paca	ADJ	0.01	0.01	0	5	0	0	2	ADJ
nippe	nip	nippe	NOM	0.14	0.01	1	5	5	3	1	NOM,VER
pagus	pagys	pagus	NOM	0.01	0.01	1	5	5	5	2	NOM
ninas	nina	ninas	NOM	0.01	0.01	1	5	3	3	2	NOM
nimbe	n5b	nimbe	NOM	0.01	0.01	1	5	5	3	1	NOM
nicha	niSa	nicher	VER	1.52	0.01	0	5	0	0	2	VER
palus	paly	palus	NOM	0.01	0.01	1	5	5	4	2	NOM
paléo	paleo	paléo	ADV	0.01	0.01	1	5	5	5	3	ADV
panné	pane	panné	ADJ	0.01	0.01	1	5	5	4	2	VER,ADJ
acéré	aseRe	acérer	VER	0.22	0.01	0	5	5	4	3	VER,ADJ
panée	pane	paner	VER	0.13	0.01	0	5	0	4	2	VER,ADJ
panée	pane	pané	ADJ	0.19	0.01	0	5	0	4	2	VER,ADJ
narre	naR	narrer	VER	0.24	0.01	0	5	0	3	1	VER
nards	naR	nard	NOM	0.02	0.01	0	5	0	3	1	NOM
napel	napEl	napel	NOM	0.01	0.01	1	5	4	4	2	NOM
nadir	nadiR	nadir	NOM	0.01	0.01	1	5	4	4	2	NOM
parme	paRm	parme	ADJ	0.01	0.01	1	5	5	4	1	ADJ
paréo	paReo	paréo	NOM	0.01	0.01	1	5	5	5	3	NOM
mânes	man	mânes	NOM	0.01	0.01	1	5	3	3	1	NOM
myste	mist	myste	NOM	0.01	0.01	1	5	5	4	1	NOM
passé	pase	passé	ADV	0.01	0.01	1	5	5	4	2	VER,ADJ,ADV,NOM
murin	myR5	murin	NOM	0.01	0.01	1	5	5	4	2	NOM
mures	myR	murer	VER	1.39	0.01	0	5	0	3	1	VER
munit	myni	munir	VER	2.06	0.01	0	5	0	4	2	VER
payai	pejE	payer	VER	416.68	0.01	0	5	0	0	2	VER
payse	peiz	payse	NOM	0.01	0.01	1	5	5	4	2	NOM
mucor	mykOR	mucor	NOM	0.01	0.01	1	5	5	4	2	NOM
muche	myS	mucher	VER	0.53	0.01	0	5	0	0	1	VER
moyeu	mwaj2	moyeu	NOM	0.01	0.01	1	5	5	5	2	NOM
pelée	p°le	peler	VER	1.78	0.01	0	5	0	4	2	VER,ADJ
pelés	p°le	pelé	ADJ	0.44	0.01	0	5	0	4	2	VER,ADJ
mores	mOR	more	NOM	0.55	0.01	0	5	0	3	1	ADJ,NOM
mores	mOR	more	ADJ	3.69	0.01	0	5	0	3	1	ADJ,NOM
moqua	moka	moquer	VER	71.13	0.01	0	5	0	4	2	VER
moiré	mwaRe	moiré	NOM	0.02	0.01	1	5	5	5	2	VER,ADJ,NOM
percé	pERse	percé	NOM	0.01	0.01	1	5	5	5	2	VER,NOM
perla	pERla	perler	VER	0.38	0.01	0	5	0	0	2	VER
mites	mit	miter	VER	0.23	0.01	0	5	0	3	1	NOM,VER
pesse	pEs	pesse	NOM	0.01	0.01	1	5	5	3	1	NOM
peton	p°t§	peton	NOM	0.09	0.01	1	5	4	4	2	NOM
mimée	mime	mimer	VER	0.93	0.01	0	5	0	4	2	VER
mimas	mima	mimer	VER	0.93	0.01	0	5	0	0	2	VER
pifer	pife	pifer	VER	0.01	0.01	1	5	4	4	2	VER
merlu	mERly	merlu	NOM	0.01	0.01	1	5	5	5	2	NOM
menée	m°ne	menée	NOM	0.16	0.01	1	5	4	4	2	VER,NOM
pilla	pija	piller	VER	7.66	0.01	0	5	0	0	2	VER
menez	m°ne	menez	NOM	0.01	0.01	1	5	5	4	2	VER,NOM
mendé	m@de	mendé	ADJ	0.01	0.01	1	5	5	4	2	ADJ
pilée	pile	pilée	NOM	0.01	0.01	1	5	4	4	2	VER,NOM
mayas	maja	maya	NOM	0.02	0.01	0	5	0	4	2	ADJ,NOM
maser	mazER	maser	NOM	0.01	0.01	1	5	4	5	2	NOM
pissa	pisa	pisser	VER	39.03	0.01	0	5	0	4	2	VER
masaï	masaj	masaï	NOM	0.01	0.01	1	5	4	5	2	ADJ,NOM
masaï	masaj	masaï	ADJ	0.01	0.01	1	5	4	5	2	ADJ,NOM
maori	maoRi	maori	NOM	0.02	0.01	1	5	4	4	3	ADJ,NOM
piété	pjete	piéter	VER	0.01	0.01	0	5	5	5	2	VER,NOM
maies	mE	maie	NOM	0.01	0.01	0	5	0	2	1	NOM
magné	maNe	magner	VER	6.36	0.01	0	5	0	4	2	VER
macis	masi	macis	NOM	0.01	0.01	1	5	5	4	2	NOM
lûmes	lym	lire	VER	281.09	0.01	0	5	0	0	1	VER
lérot	leRo	lérot	NOM	0.01	0.01	1	5	3	3	2	NOM
lémur	lemyR	lémur	NOM	0.01	0.01	1	5	5	5	2	NOM
légué	lege	légué	ADJ	0.01	0.01	1	5	5	4	2	VER,ADJ
lécha	leSa	lécher	VER	14.09	0.01	0	5	0	0	2	VER
luxer	lykse	luxer	VER	0.16	0.01	1	5	5	5	2	VER
plexi	plEksi	plexi	NOM	0.01	0.01	1	5	5	6	2	NOM
plouk	pluk	plouk	NOM	0.01	0.01	1	5	5	4	1	NOM
louis	lwi	louis	ADV	0.01	0.01	1	5	5	3	1	ADV,NOM
lotir	lotiR	lotir	VER	0.26	0.01	1	5	5	5	2	VER
lompe	l§p	lompe	NOM	0.01	0.01	1	5	4	3	1	NOM
lofez	lofe	lofer	VER	0.02	0.01	0	5	0	0	2	VER
lobée	lobe	lobé	ADJ	0.01	0.01	0	5	0	4	2	ADJ
lloyd	lOjd	lloyd	NOM	0.01	0.01	1	5	3	3	1	NOM
litho	lito	litho	NOM	0.02	0.01	1	5	5	4	2	NOM
ponté	p§te	ponter	VER	0.52	0.01	0	5	5	4	2	VER,ADJ
ponté	p§te	ponté	ADJ	0.01	0.01	1	5	5	4	2	VER,ADJ
linga	linga	linga	NOM	0.01	0.01	1	5	5	5	2	NOM
limée	lime	limer	VER	1.07	0.01	0	5	0	4	2	VER
liman	lim@	liman	NOM	0.01	0.01	1	5	5	4	2	NOM
ligot	ligo	ligot	NOM	0.01	0.01	1	5	5	4	2	NOM
ligné	liNe	ligner	VER	0.06	0.01	0	5	0	4	2	VER
lieur	lj9R	lieur	NOM	0.01	0.01	1	5	5	3	1	NOM
liant	lj@	liant	NOM	0.01	0.01	1	5	5	3	1	ADJ,NOM,VER
liage	ljaZ	liage	NOM	0.01	0.01	1	5	4	4	1	NOM
lette	lEt	lette	NOM	0.03	0.01	1	5	5	3	1	NOM
évase	evaz	évaser	VER	0.04	0.01	0	5	0	0	2	VER
lardu	laRdy	lardu	NOM	0.03	0.01	1	5	5	5	2	NOM
larde	laRd	larder	VER	0.07	0.01	0	5	0	0	1	VER
lamer	lame	lamer	VER	0.02	0.01	1	5	5	4	2	VER
lamas	lama	lamer	VER	0.02	0.01	0	5	0	4	2	NOM,VER
prône	pRon	prône	NOM	0.01	0.01	1	5	5	4	1	NOM,VER
psitt	psit	psitt	ONO	0.01	0.01	1	5	5	4	1	ONO
ladys	lEjdiz	lady	NOM	13.48	0.01	0	5	0	6	2	NOM
ladre	ladR	ladre	NOM	0.01	0.01	1	5	5	4	1	NOM
labri	labRi	labri	NOM	0.02	0.01	1	5	5	5	2	NOM
l'une	lyn	l'une	ADV	0.01	0.01	1	5	5	3	1	ADV,PRO:ind
kurde	kyRd	kurde	NOM	0.02	0.01	1	5	4	4	1	ADJ,NOM
kodak	kodak	kodak	NOM	0.01	0.01	1	5	4	5	2	NOM
klebs	klEps	klebs	NOM	0.01	0.01	1	5	4	5	1	NOM
pyrex	piREks	pyrex	NOM	0.01	0.01	1	5	5	6	2	NOM
pâmée	pame	pâmer	VER	0.47	0.01	0	5	0	4	2	VER
kayac	kajak	kayac	NOM	0.01	0.01	1	5	5	5	2	NOM
katas	kata	kata	NOM	0.02	0.01	0	5	0	4	2	NOM
pâtis	pati	pâtis	NOM	0.01	0.01	1	5	5	4	2	VER,NOM
katal	katal	katal	NOM	0.01	0.01	1	5	5	5	2	NOM
kaori	kaORi	kaori	NOM	0.01	0.01	1	5	4	5	3	NOM
kalpa	kalpa	kalpa	NOM	0.01	0.01	1	5	4	5	2	NOM
pénil	penil	pénil	NOM	0.01	0.01	1	5	5	5	2	NOM
péons	pe§	péon	NOM	0.02	0.01	0	5	0	3	2	NOM
périe	peRi	périr	VER	11.2	0.01	0	5	0	4	2	ADJ,VER
judéo	Zydeo	judéo	ADV	0.01	0.01	1	5	5	5	3	ADV
pérou	peRu	pérou	NOM	0.01	0.01	1	5	5	4	2	NOM
jouté	Zute	jouter	VER	0.1	0.01	0	5	0	4	2	VER
